"counts","number of items in equivalence class","isoforms in equivalence class"
377,4,"ENST00000278671,ENST00000535872,ENST00000538404,ENST00000544594"
98,4,"ENST00000278671,ENST00000535872,ENST00000538404,ENST00000545249"
35,3,"ENST00000278671,ENST00000538404,ENST00000544594"
205,2,"ENST00000278671,ENST00000544594"
7,2,"ENST00000278671,ENST00000545249"
7,1,"ENST00000278742"
12,1,"ENST00000278756"
2,4,"ENST00000278756,ENST00000338167,ENST00000345598,ENST00000528499"
1,3,"ENST00000278756,ENST00000528499,ENST00000533616"
1,2,"ENST00000278756,ENST00000533616"
1481,1,"ENST00000278823"
334,2,"ENST00000278823,ENST00000524902"
1283,3,"ENST00000278823,ENST00000524902,ENST00000527204"
79,2,"ENST00000278823,ENST00000527204"
6,1,"ENST00000278826"
17,16,"ENST00000278826,ENST00000381787,ENST00000451389,ENST00000507563,ENST00000542946,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000691720,ENST00000692219,ENST00000692667,ENST00000692785,ENST00000693557"
7,12,"ENST00000278826,ENST00000381787,ENST00000451389,ENST00000507563,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000691720,ENST00000692219,ENST00000692667,ENST00000692785"
1,13,"ENST00000278826,ENST00000381787,ENST00000451389,ENST00000507563,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000691720,ENST00000692219,ENST00000692667,ENST00000692785,ENST00000693557"
45,14,"ENST00000278826,ENST00000381787,ENST00000507563,ENST00000542946,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000692219,ENST00000692667,ENST00000692785,ENST00000693557"
1,12,"ENST00000278826,ENST00000381787,ENST00000507563,ENST00000542946,ENST00000543594,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000692219,ENST00000692785,ENST00000693557"
5,8,"ENST00000278826,ENST00000381787,ENST00000543594,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000692219,ENST00000693557"
4,6,"ENST00000278826,ENST00000381787,ENST00000543594,ENST00000686820,ENST00000688279,ENST00000692219"
9,14,"ENST00000278826,ENST00000451389,ENST00000507563,ENST00000542946,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000691720,ENST00000692219,ENST00000692667,ENST00000692785,ENST00000693557"
17,12,"ENST00000278826,ENST00000451389,ENST00000542946,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000689076,ENST00000691720,ENST00000692219,ENST00000692667,ENST00000692785,ENST00000693557"
2,10,"ENST00000278826,ENST00000451389,ENST00000542946,ENST00000543594,ENST00000685597,ENST00000689076,ENST00000691720,ENST00000692667,ENST00000692785,ENST00000693557"
4,9,"ENST00000278826,ENST00000451389,ENST00000542946,ENST00000685597,ENST00000689076,ENST00000691720,ENST00000692667,ENST00000692785,ENST00000693557"
1,2,"ENST00000278826,ENST00000507563"
1,3,"ENST00000278826,ENST00000507563,ENST00000692667"
4,3,"ENST00000278826,ENST00000686820,ENST00000692219"
33,1,"ENST00000278829"
5,3,"ENST00000278829,ENST00000525094,ENST00000525588"
5,5,"ENST00000278829,ENST00000525094,ENST00000525588,ENST00000527379,ENST00000527697"
4,4,"ENST00000278829,ENST00000525094,ENST00000527379,ENST00000527697"
14,2,"ENST00000278829,ENST00000525588"
12,4,"ENST00000278829,ENST00000525588,ENST00000527379,ENST00000527697"
3,5,"ENST00000278829,ENST00000525588,ENST00000527379,ENST00000527697,ENST00000531956"
15,6,"ENST00000278829,ENST00000525588,ENST00000527379,ENST00000527697,ENST00000531956,ENST00000534223"
17,5,"ENST00000278829,ENST00000525588,ENST00000527697,ENST00000531956,ENST00000534223"
3,3,"ENST00000278829,ENST00000527379,ENST00000527697"
9,2,"ENST00000278829,ENST00000527697"
18,4,"ENST00000278829,ENST00000527697,ENST00000531956,ENST00000534223"
3,1,"ENST00000278833"
14,2,"ENST00000278833,ENST00000534093"
38,1,"ENST00000278836"
2,3,"ENST00000278836,ENST00000675319,ENST00000675345"
1,2,"ENST00000278836,ENST00000675792"
944,1,"ENST00000278840"
97,3,"ENST00000278840,ENST00000517312,ENST00000521849"
186,2,"ENST00000278840,ENST00000521849"
5,2,"ENST00000278840,ENST00000522056"
47,1,"ENST00000278845"
1,2,"ENST00000278845,ENST00000394773"
29,9,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000419857,ENST00000466671,ENST00000466886,ENST00000494176,ENST00000494448,ENST00000529309"
87,8,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000439994,ENST00000494176,ENST00000494448,ENST00000529309,ENST00000531557"
2,8,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000466671,ENST00000466886,ENST00000494176,ENST00000494448,ENST00000529309"
2,7,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000466671,ENST00000466886,ENST00000494176,ENST00000529309"
484,7,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000494176,ENST00000494448,ENST00000529309,ENST00000531557"
10,5,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000494176,ENST00000529309"
15,6,"ENST00000278845,ENST00000394773,ENST00000394776,ENST00000494176,ENST00000529309,ENST00000531557"
1,7,"ENST00000278845,ENST00000394773,ENST00000419857,ENST00000466671,ENST00000494176,ENST00000494448,ENST00000529309"
53,4,"ENST00000278845,ENST00000394773,ENST00000494448,ENST00000531557"
32,3,"ENST00000278845,ENST00000394773,ENST00000529309"
6,4,"ENST00000278845,ENST00000394776,ENST00000466671,ENST00000494176"
1,3,"ENST00000278845,ENST00000394776,ENST00000494176"
1,3,"ENST00000278845,ENST00000494176,ENST00000529309"
1,2,"ENST00000278845,ENST00000529309"
363,1,"ENST00000278849"
651,2,"ENST00000278849,ENST00000394818"
72,3,"ENST00000278849,ENST00000394818,ENST00000533896"
149,1,"ENST00000278856"
297,5,"ENST00000278856,ENST00000311713,ENST00000525239,ENST00000525752,ENST00000529106"
2,6,"ENST00000278856,ENST00000311713,ENST00000525239,ENST00000525752,ENST00000529106,ENST00000538098"
27,5,"ENST00000278856,ENST00000311713,ENST00000525239,ENST00000529106,ENST00000538098"
62,4,"ENST00000278856,ENST00000525239,ENST00000525752,ENST00000529106"
4,4,"ENST00000278856,ENST00000525239,ENST00000529106,ENST00000538098"
3,1,"ENST00000278888"
10,2,"ENST00000278888,ENST00000617306"
42,1,"ENST00000278893"
18,19,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
2,20,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
5,18,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
14,22,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000413908,ENST00000421906,ENST00000448568,ENST00000464544,ENST00000524862,ENST00000532818,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
12,21,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000531524,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
2,18,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000531524,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
31,18,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683296,ENST00000684067,ENST00000684475"
10,22,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000464544,ENST00000524862,ENST00000532818,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
9,21,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000464544,ENST00000524862,ENST00000532818,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
34,21,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000532818,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
11,20,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
36,19,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684475"
1,17,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683296,ENST00000684067,ENST00000684475"
18,19,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
12,17,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000684285,ENST00000684475"
24,18,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475"
8,16,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000684285,ENST00000684475"
2,17,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684285,ENST00000684475"
6,16,"ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000684285,ENST00000684475"
6,17,"ENST00000278893,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
26,17,"ENST00000278893,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000531524,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
8,16,"ENST00000278893,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285"
3,2,"ENST00000278893,ENST00000407022"
470,1,"ENST00000278903"
13,12,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527520,ENST00000527842,ENST00000529812,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
12,11,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527520,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
4,10,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527520,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000618552,ENST00000620753"
2,9,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527520,ENST00000527842,ENST00000534546,ENST00000618552,ENST00000620753"
1,10,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
21,9,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527842,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
18,7,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527842,ENST00000618552,ENST00000620753"
31,6,"ENST00000278903,ENST00000524723,ENST00000527131,ENST00000527235,ENST00000527842,ENST00000620753"
1,10,"ENST00000278903,ENST00000524723,ENST00000527235,ENST00000527842,ENST00000529812,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
38,9,"ENST00000278903,ENST00000524723,ENST00000527235,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
18,8,"ENST00000278903,ENST00000524723,ENST00000527235,ENST00000527842,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
38,7,"ENST00000278903,ENST00000524723,ENST00000527235,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552"
3,6,"ENST00000278903,ENST00000524723,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552"
1,3,"ENST00000278903,ENST00000527131,ENST00000527235"
42,9,"ENST00000278903,ENST00000527131,ENST00000527235,ENST00000527520,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000618552,ENST00000620753"
13,8,"ENST00000278903,ENST00000527235,ENST00000527842,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
140,7,"ENST00000278903,ENST00000527235,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
105,6,"ENST00000278903,ENST00000527235,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
9,5,"ENST00000278903,ENST00000527235,ENST00000534546,ENST00000618552,ENST00000620753"
51,4,"ENST00000278903,ENST00000527235,ENST00000618552,ENST00000620753"
17,3,"ENST00000278903,ENST00000527235,ENST00000620753"
1,2,"ENST00000278903,ENST00000527842"
87,6,"ENST00000278903,ENST00000531636,ENST00000534546,ENST00000615917,ENST00000618552,ENST00000620753"
2,2,"ENST00000278903,ENST00000620753"
18,1,"ENST00000278916"
3,13,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000525396,ENST00000526937,ENST00000527013,ENST00000531607,ENST00000532449,ENST00000532669,ENST00000534070,ENST00000544373"
18,12,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000526937,ENST00000527013,ENST00000531607,ENST00000532449,ENST00000532669,ENST00000534070,ENST00000544373"
12,11,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000526937,ENST00000527013,ENST00000532449,ENST00000532669,ENST00000534070,ENST00000544373"
26,10,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000527013,ENST00000532449,ENST00000532669,ENST00000534070,ENST00000544373"
57,9,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000532449,ENST00000532669,ENST00000534070,ENST00000544373"
133,8,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000532449,ENST00000534070,ENST00000544373"
6,6,"ENST00000278916,ENST00000427383,ENST00000428830,ENST00000438015,ENST00000525396,ENST00000544373"
1,7,"ENST00000278916,ENST00000427383,ENST00000438015,ENST00000524737,ENST00000532449,ENST00000534070,ENST00000544373"
25,6,"ENST00000278916,ENST00000427383,ENST00000438015,ENST00000532449,ENST00000534070,ENST00000544373"
1,2,"ENST00000278916,ENST00000428830"
1,10,"ENST00000278916,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000525396,ENST00000526937,ENST00000527013,ENST00000531607,ENST00000532449,ENST00000534070"
42,11,"ENST00000278916,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000525396,ENST00000526937,ENST00000527013,ENST00000531607,ENST00000532449,ENST00000534070,ENST00000534685"
12,10,"ENST00000278916,ENST00000428830,ENST00000438015,ENST00000524737,ENST00000525396,ENST00000526937,ENST00000527013,ENST00000532449,ENST00000534070,ENST00000534685"
2,4,"ENST00000278916,ENST00000428830,ENST00000438015,ENST00000525396"
5,5,"ENST00000278916,ENST00000438015,ENST00000532449,ENST00000534070,ENST00000544373"
3,2,"ENST00000278916,ENST00000532449"
14,1,"ENST00000278919"
2,14,"ENST00000278919,ENST00000294066,ENST00000298198,ENST00000308287,ENST00000321844,ENST00000434945,ENST00000443271,ENST00000529331,ENST00000536991,ENST00000638487,ENST00000638790,ENST00000639457,ENST00000648911,ENST00000649490"
